buy,495962.6,1652027180.4302807
buy,491925.39999999997,1652027180.435466
buy,487887.99999999994,1652027180.44242
sell,491925.39999999997,1652027180.4471378
sell,495963.39999999997,1652027180.4530911
sell,500000.8,1652027180.458859
buy,495962.6,1652027180.4646127
buy,491925.0,1652027180.469437
buy,487887.2,1652027180.4769976
sell,491925.0,1652027180.484905
sell,495963.0,1652027180.491034
buy,491925.8,1652027180.498101
buy,487888.2,1652027180.5034053
buy,483850.0,1652027180.508154
sell,487888.2,1652027180.5128753
sell,491926.4,1652027180.5210228
buy,487888.0,1652027180.5273616
buy,483850.2,1652027180.5322757
buy,479812.0,1652027180.537093
sell,483850.4,1652027180.5418012
buy,479812.60000000003,1652027180.547629
buy,475774.2,1652027180.5538023
buy,471736.2,1652027180.5602117
buy,467698.2,1652027180.565113
sell,471736.60000000003,1652027180.5696335
buy,467698.60000000003,1652027180.5755453
buy,463660.2,1652027180.5809119
sell,467698.0,1652027182.8045726
buy,463659.8,1652027183.1305707
sell,467697.6,1652027183.4394197
buy,463659.8,1652027183.7366374
buy,459621.39999999997,1652027184.324655
buy,455583.19999999995,1652027184.6231394
sell,459620.99999999994,1652027184.9283595
buy,455582.79999999993,1652027185.2276878
sell,459620.3999999999,1652027185.8053844
buy,455582.3999999999,1652027186.384104
sell,459620.3999999999,1652027186.6817267
buy,455582.1999999999,1652027186.9727461
sell,459620.3999999999,1652027187.2716565
buy,455581.9999999999,1652027187.5511699
sell,459620.3999999999,1652027187.8313878
buy,455581.3999999999,1652027188.669862
sell,459620.3999999999,1652027188.9554243
buy,455581.5999999999,1652027189.519501
sell,459620.1999999999,1652027189.8111515
buy,455581.3999999999,1652027190.964192
buy,451542.3999999999,1652027191.2473562
sell,455581.1999999999,1652027191.5266783
sell,459619.9999999999,1652027192.1473198
buy,455580.9999999999,1652027192.462434
sell,459619.7999999999,1652027192.777184
sell,463658.59999999986,1652027193.071585
sell,467697.59999999986,1652027193.373071
sell,471736.39999999985,1652027193.9378812
buy,467697.39999999985,1652027194.5533767
sell,471736.19999999984,1652027194.863723
sell,475775.19999999984,1652027195.1656907
buy,471736.19999999984,1652027195.469572
sell,475775.59999999986,1652027195.7656128
sell,479814.59999999986,1652027196.349004
sell,483853.59999999986,1652027196.6291788
sell,487892.59999999986,1652027196.9245405
sell,491931.39999999985,1652027197.8498795
buy,487892.59999999986,1652027199.0003774
sell,491931.19999999984,1652027199.3089795
sell,495969.7999999998,1652027199.6214135
sell,500008.5999999998,1652027200.2664719
buy,495969.7999999998,1652027200.5869792
buy,491931.19999999984,1652027201.8019536
sell,495969.9999999998,1652027202.3954384
sell,500008.5999999998,1652027202.6799767
buy,495969.9999999998,1652027202.9797916
sell,500008.5999999998,1652027203.2563608
buy,495969.9999999998,1652027203.832826
buy,491931.39999999985,1652027205.412349
sell,495969.7999999999,1652027205.9903417
buy,491931.1999999999,1652027206.8760183
sell,495969.3999999999,1652027207.4810488
sell,500007.5999999999,1652027208.3522801
buy,495969.1999999999,1652027208.9672809
buy,491930.9999999999,1652027210.482949
sell,495968.9999999999,1652027212.0018005
buy,491930.9999999999,1652027212.6129768
buy,487893.3999999999,1652027212.9167957
sell,491931.3999999999,1652027213.2212608
sell,495968.9999999999,1652027213.5287619
sell,500006.59999999986,1652027214.128125
buy,495969.19999999984,1652027216.2316961
buy,491932.19999999984,1652027216.5429332
sell,495969.39999999985,1652027217.1824129
sell,500006.59999999986,1652027217.7964368
buy,495968.7999999999,1652027218.3714657
sell,500006.1999999999,1652027218.6699288
buy,495968.1999999999,1652027222.8893209
buy,491930.1999999999,1652027223.51189
buy,487891.9999999999,1652027223.8191192
sell,491929.7999999999,1652027224.1307077
buy,487892.1999999999,1652027225.4191172
sell,491929.7999999999,1652027225.7296088
buy,487891.9999999999,1652027226.6436894
buy,483854.1999999999,1652027227.87403
buy,479816.1999999999,1652027228.808998
buy,475778.3999999999,1652027229.723125
sell,479816.1999999999,1652027230.6824336
sell,483854.3999999999,1652027231.9134805
sell,487891.9999999999,1652027232.5154247
sell,491930.1999999999,1652027233.1212685
sell,495968.3999999999,1652027233.4289935
sell,500006.5999999999,1652027233.741798
buy,495968.5999999999,1652027235.5728157
sell,500006.5999999999,1652027237.0869474
buy,495968.5999999999,1652027237.3924103
buy,491930.79999999993,1652027238.359809
buy,487892.99999999994,1652027238.6651773
buy,483855.39999999997,1652027238.9587755
sell,487892.8,1652027239.5523727
sell,491930.2,1652027239.8864102
buy,487892.8,1652027240.198259
sell,491930.39999999997,1652027240.4891217
sell,495967.99999999994,1652027240.7903504
sell,500005.5999999999,1652027241.081347
buy,495968.5999999999,1652027244.1128027
buy,491931.5999999999,1652027248.2740796
buy,487894.79999999993,1652027248.57859
sell,491931.99999999994,1652027249.4765215
sell,495969.19999999995,1652027249.7937706
sell,500006.6,1652027250.113488
buy,495969.19999999995,1652027257.0821419
sell,500006.6,1652027257.3753335
buy,495968.6,1652027259.2490242
sell,500006.6,1652027259.572525
buy,495969.19999999995,1652027263.0093842
buy,491931.99999999994,1652027263.3225217
buy,487894.79999999993,1652027263.6195178
buy,483857.5999999999,1652027263.917596
buy,479819.99999999994,1652027264.5338106
buy,475782.39999999997,1652027264.8625226
buy,471744.8,1652027265.1877377
sell,475782.8,1652027266.145989
sell,479820.8,1652027267.0775957
sell,483859.0,1652027267.3859558
sell,487897.0,1652027267.6905503
sell,491934.8,1652027267.99104
buy,487897.0,1652027268.291314
sell,491934.8,1652027268.582976
sell,495973.2,1652027269.1964014
sell,500011.2,1652027269.5118265
buy,495973.60000000003,1652027280.4378471
sell,500011.2,1652027280.7346575
buy,495973.60000000003,1652027281.314676
sell,500011.2,1652027281.607022
buy,495973.60000000003,1652027282.190574
sell,500011.2,1652027282.4790154
buy,495973.60000000003,1652027283.3775892
buy,491935.80000000005,1652027283.68922
sell,495973.4,1652027284.0017927
sell,500011.2,1652027284.3156004
buy,495973.60000000003,1652027286.9493318
buy,491935.60000000003,1652027289.0669916
sell,495973.00000000006,1652027289.6915586
sell,500010.4000000001,1652027289.991225
buy,495973.00000000006,1652027295.7687047
buy,491935.20000000007,1652027296.0732176
buy,487897.4000000001,1652027296.388809
sell,491934.8000000001,1652027300.135384
sell,495972.2000000001,1652027300.4122458
sell,500009.60000000015,1652027300.6942637
buy,495972.40000000014,1652027302.541009
sell,500009.80000000016,1652027302.8377366
buy,495972.60000000015,1652027304.0674498
sell,500009.80000000016,1652027304.3825872
buy,495973.0000000002,1652027308.3429432
sell,500010.0000000002,1652027311.0641234
buy,495973.80000000016,1652027313.2212715
sell,500010.2000000002,1652027313.5199933
buy,495973.6000000002,1652027318.7281468
buy,491936.8000000002,1652027319.3165991
buy,487900.00000000023,1652027319.6320128
buy,483863.20000000024,1652027319.9619794
sell,487899.8000000002,1652027320.290337
sell,491936.8000000002,1652027320.6066525
sell,495973.4000000002,1652027320.9360726
sell,500010.4000000002,1652027321.258075
buy,495972.6000000002,1652027328.134931
sell,500010.2000000002,1652027328.4271066
buy,495972.4000000002,1652027330.8435833
buy,491934.8000000002,1652027331.144713
buy,487897.20000000024,1652027331.4515812
buy,483859.60000000027,1652027331.754677
buy,479821.8000000003,1652027332.059554
sell,483859.40000000026,1652027332.944211
sell,487896.8000000003,1652027333.2487822
sell,491934.40000000026,1652027333.5589423
sell,495972.00000000023,1652027333.8584828
sell,500009.6000000002,1652027334.172586
buy,495972.4000000002,1652027340.863527
buy,491935.2000000002,1652027341.1957335
buy,487898.0000000002,1652027341.5264997
buy,483860.80000000016,1652027341.85341
buy,479823.60000000015,1652027342.174043
buy,475786.40000000014,1652027342.4912734
sell,479823.80000000016,1652027342.8127131
sell,483861.2000000002,1652027343.1371555
sell,487898.6000000002,1652027343.4606004
sell,491936.00000000023,1652027343.7691321
sell,495973.40000000026,1652027344.0721655
sell,500010.8000000003,1652027344.3677795
buy,495973.40000000026,1652027348.2800806
sell,500010.60000000027,1652027348.573942
buy,495973.60000000027,1652027354.5273688
buy,491936.60000000027,1652027354.8531997
buy,487899.40000000026,1652027355.1880043
buy,483862.20000000024,1652027355.5145524
sell,487899.20000000024,1652027355.8345993
sell,491936.20000000024,1652027356.1627893
sell,495973.20000000024,1652027356.4725661
sell,500010.20000000024,1652027356.7714007
buy,495973.60000000027,1652027364.6657786
buy,491936.60000000027,1652027364.9834518
buy,487899.60000000027,1652027365.2759416
buy,483862.8000000003,1652027365.5875628
buy,479826.0000000003,1652027365.8890774
sell,483862.8000000003,1652027366.506843
sell,487899.60000000027,1652027366.8020408
sell,491936.8000000003,1652027367.1197145
sell,495974.0000000003,1652027367.4124053
sell,500011.2000000003,1652027367.7343528
buy,495974.0000000003,1652027368.9952955
sell,500010.8000000003,1652027369.3176866
buy,495973.40000000026,1652027374.5901175
sell,500010.8000000003,1652027374.8914173
buy,495973.8000000003,1652027379.746458
buy,491936.8000000003,1652027380.0369763
buy,487899.60000000027,1652027380.3243997
sell,491936.60000000027,1652027380.619
sell,495973.8000000003,1652027380.9296696
sell,500010.8000000003,1652027381.237141
buy,495973.2000000003,1652027390.3586369
buy,491935.6000000003,1652027390.659028
buy,487897.80000000034,1652027390.9618356
sell,491935.4000000003,1652027392.139664
sell,495973.4000000003,1652027392.4456692
sell,500011.4000000003,1652027392.7635782
buy,495973.80000000034,1652027399.5545816
sell,500012.00000000035,1652027399.8710957
buy,495973.6000000003,1652027403.242442
sell,500012.00000000035,1652027403.5583193
buy,495973.00000000035,1652027413.2040827
buy,491934.00000000035,1652027413.4963102
sell,495973.20000000036,1652027413.7876706
sell,500012.4000000004,1652027414.1201005
buy,495972.4000000004,1652027424.417884
buy,491932.8000000004,1652027424.735485
sell,495972.4000000004,1652027425.0605516
sell,500012.00000000035,1652027425.369972
buy,495973.00000000035,1652027434.3895824
buy,491933.4000000004,1652027434.7019627
buy,487894.6000000004,1652027435.0171325
sell,491933.8000000004,1652027435.33016
sell,495972.8000000004,1652027435.6308837
sell,500012.6000000004,1652027435.9474022
buy,495973.20000000036,1652027448.142466
buy,491933.6000000004,1652027448.4525387
sell,495973.20000000036,1652027448.755593
sell,500012.6000000004,1652027449.0676012
buy,495973.8000000004,1652027458.7950008
buy,491935.0000000004,1652027459.1202307
sell,495973.8000000004,1652027459.4236085
sell,500012.6000000004,1652027459.7233942
buy,495974.6000000004,1652027468.790729
buy,491936.20000000036,1652027469.0785918
sell,495974.6000000004,1652027469.366797
sell,500012.4000000004,1652027469.9492295
buy,495974.6000000004,1652027479.423601
buy,491936.8000000004,1652027479.7227404
sell,495974.6000000004,1652027480.0122864
sell,500012.20000000036,1652027480.8455253
buy,495974.6000000004,1652027487.3558748
sell,500012.0000000004,1652027487.6755896
buy,495974.40000000043,1652027487.9934006
sell,500011.80000000045,1652027488.2901525
buy,495974.40000000043,1652027488.6014807
buy,491936.80000000045,1652027489.212666
sell,495974.40000000043,1652027489.7845724
sell,500011.80000000045,1652027490.0754476
buy,495974.80000000045,1652027493.3227339
sell,500012.00000000047,1652027493.6462302
buy,495975.00000000047,1652027503.7755373
buy,491937.80000000045,1652027504.068663
sell,495974.80000000045,1652027504.3632145
sell,500011.80000000045,1652027504.6626358
buy,495975.2000000005,1652027507.759418
sell,500012.2000000005,1652027508.065998
buy,495975.80000000045,1652027518.1310678
buy,491939.2000000005,1652027518.4339924
sell,495975.4000000005,1652027518.7531514
sell,500011.8000000005,1652027519.0730345
buy,495975.6000000005,1652027522.9738421
sell,500011.4000000005,1652027523.2763634
buy,495976.4000000005,1652027532.7002413
buy,491941.00000000047,1652027533.015786
sell,495976.00000000047,1652027533.3270912
sell,500011.00000000047,1652027533.633888
buy,495976.00000000047,1652027533.9360888
sell,500011.00000000047,1652027534.2363558
buy,495975.4000000005,1652027535.4620013
buy,491940.2000000005,1652027536.0638523
sell,495975.2000000005,1652027536.3639553
sell,500010.4000000005,1652027536.6735392
